"recno","Observer","Location","Desg","Month","Day","Year","m1","diam","dc","pa","scope","comments","jd","url"
"2025","P. Clay Sherrod","","c2011 A3 (Gibbs)","06","20","2011","15.6","13.6""","8.9","round","0.51m f/4.9 ASO astrograph with CCD, binned 2 x 2","Comet exhibits very compact and dense/intense coma area with no distinct nucleus visible; very round, uniformly bright","2455732.5000",""
"2026","P. Clay Sherrod","","c2011 F1 (LINEAR)","06","20","2011","17.2","8""","7/9","round","0.51m f/4.9 ASO astrograph with CCD, binned 2 x 2","Very small and compact, diffuse but with strong concentration toward core; nearly stellar","2455732.5000",""
"2027","P. Clay Sherrod","","c2009 P1 (Garrard)","06","30","2011","10.0","162","4/9","238-164","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Tail is short and fanned in pa 238 TO 164;  477"" length- very large coma, uniformly bright.  Impressive object","2455742.5000",""
"2030","P. Clay Sherrod","","c2011 L3 (McNaught)","07","01","2011","15.8","19""","6/9","154-243","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Broad fanned tail, 154-243 deg, length ~60"" overall; very bright coma, dense without nucleus","2455743.5000",""
"2031","P. Clay Sherrod","","c2009 P1 (Garrard)","07","01","2011","10.3","170""","4/9","169-238","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Very large coma, evenly dense,  suspect 14th mag. nucl; tail is broadly fanned, 169-238d, total length ~440""","2455743.5000","Com15A03942.jpg"
"2033","P. Clay Sherrod","","c2008 FK75 (Lemmon-Siding Spring)","07","02","2011","18.0","7""","3/9","round","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Very difficult and small; round with little definition, no tail, quite diffuse","2455744.5000",""
"2034","P. Clay Sherrod","","c2009 P1 (Garrard)","07","02","2011","10.2","173""","5/9","168-239","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Tail fanned as in previous reports, very wide with spikes south and SW of large coma; tail length is 533""","2455744.5000",""
"2037","P. Clay Sherrod","","213P (Van Ness)","07","02","2011","15.2","18.3""","7/9","237","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","A spendid comet with long curving tail, 480"" in PA 237 deg; coma is very condensed and small","2455744.5000","Com15A19CE2.jpg"
"2038","P. Clay Sherrod","","c2009 P1 (Garrard)","07","03","2011","10.4","192""","4/9","168-251","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Comet is now very large, coma unchanged; tail fanned 168-251d, with main streamer in PA 216d, 616"" length","2455745.5000","Com15A2DC63.jpg"
"2041","P. Clay Sherrod","","c2006 S3 (LONEOS)","07","03","2011","16.3 m2","20""","7/9","2 to 89d","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Comet has strong nucleus (16.4 m2) but very veiled outer coma and wide fanned tail to the NE of the core; very faint wide tail traced 44"" from nucleus","2455745.5000",""
"2043","P. Clay Sherrod","","c2009 P1 (Garrard)","07","09","2011","10.0","235""","5/9","165-235","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Continues to brighten slowly, coma remains large and circular with little indication of isolated nucleus; fanned tail remains same; tail is 766"" length","2455751.5000","Com15AACB1D.jpg"
"2044","P. Clay Sherrod","","213P (Van Ness)","07","09","2011","16.1 m2","28""","6/9","239d","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Tail is an impressive sight, very straight and 343"" arc length in PA 239 deg; coma is very strong and large (*m2=16.1)","2455751.5000",""
"2047","P. Clay Sherrod","","c2009 P1 (Garrard)","07","26","2011","9.2","238""","4/9","155-215","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Fanned tail nearly due south, 115 to 215 deg; very large coma, *m2=10.1ccd","2455768.5000","Com15C1271C.jpg"
"2050","P. Clay Sherrod","","c2009 P1 (Garrard)","07","27","2011","9.1","222""","5/9","335-357d","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Large fanned tail nearly centered on due south; coma large and dense, quite symmetrical","2455769.5000",""
"2051","P. Clay Sherrod","","45P (Honda-Mrkos-Pajdusakova)","07","27","2011","15.8","12""","7/9","130d","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Similar to previous night, very low in south, with nice tapered tail to the SE; far from predicted position; tail is 28"" @ 130d, like a tadpole; NOTE possible fragment in PA 130 deg","2455769.5000","Com15C26F04.jpg"
"2052","P. Clay Sherrod","","45P (Honda-Mrkos-Pajdusakova)","07","27","2011","15.8","12""","7/9","130","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Showing secondary fragment (south up) in PA 127 deg, 6.8"" from primary nucleus of 45P (to immediate upper right of primary nucleus)","2455769.5000","Com15C277EC.jpg"
"2053","P. Clay Sherrod","","c2011 L3 (McNaught)","07","27","2011","16.4 m2","8""","4/9","182d","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Very faint and veiled tail at PA 182 deg, 26"" length; strong stellar nucleus (16.7 m2) and very small and transparent coma","2455769.5000",""
"2054","P. Clay Sherrod","","c2009 P1 (Garrard)","07","28","2011","9.1","288""","5/9","315-342","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Unchanged, large coma and vague fanned tail nearly centered on due south; *m2=10.0","2455770.5000",""
"2059","P. Clay Sherrod","","c2009 P1 (Garrard)","08","06","2011","9.9 m2","216""","5/9","146-206d","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Tail measures 10' length, 146 deg to 206 deg PA; very large and uniformly circular strong coma","2455779.5000",""
"2064","P. Clay Sherrod","","c2009 P1 (Garrard)","08","26","2011","8.3","180""+56""","5/9","132","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Tail is 731"" in PA 132 deg; very large coma persists, but fanned shape to tail is gone. Outer coma large 3","2455799.5000","Com15E9F834.jpg"
"2066","P. Clay Sherrod","","c2009 P1 (Garrard)","08","29","2011","8.4","206""+70""","6/9","129 deg","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Comet virtually unchanged and same mag. as previous; tail is narrowing, inner coma is 70"" while outer coma is 206""; tail is 16","2455802.5000","Com15EDE8DF.jpg"
"2067","P. Clay Sherrod","","c2011 L3 (McNaught)","08","29","2011","18.5 m2","6","4/9","132","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Comet is very faint and difficult, quite diffuse and far below predicted magnitude; appears scattered with short tail in PA 132","2455802.5000",""
"2068","P. Clay Sherrod","","c2009 P1 (Garrard)","09","01","2011","8.3","225 + 73","5/9","128d","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Strong inner coma @ 73"" diam; outer coma @225"" diameter; tapering tail in PA 128 in excess of 15' length","2455805.5000","Com15F1D787.jpg"
"2069","P. Clay Sherrod","","c2011 L3 (McNaught)","09","01","2011","17.5 m2","~5""","7/9","132","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Slight indication of 13"" tail in PA 132; comet is nearly stellar with some irregularity and elongated nucleus in tail PA","2455805.5000",""
"2070","P. Clay Sherrod","","c2008 FK75 (Lemmon-Siding Spring)","09","01","2011","18.3","6""","8/9","stellar","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Stellar with strong central conds; very small but with outlying nebulosity very faint around nucleus; in very star rich Milky Way","2455805.5000",""
"2072","P. Clay Sherrod","","c2009 P1 (Garrard)","09","06","2011","8.4","233+94","5/9","122 deg","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Outer veiled coma @ 233"" diam; inner strong coma @94"" arc; tail in PA 122d for at least 15 arc min length","2455810.5000",""
"2074","P. Clay Sherrod","","c2009 P1 (Garrard)","09","22","2011","8.5","203 + 91""","4/9","113 deg","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Tail is very difficult to trace beyond 6' arc in PA 113 deg; very broad and tenuous; huge coma has outer coma @203"", inner coma = 91""","2455826.5000",""
"2075","P. Clay Sherrod","","78P (Gehrels)","09","26","2011","12.1","70""","6/9","247d","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Tail 7' arc length in PA 247 deg; coma is highly condensed and large with large nucleus","2455830.5000",""
"2079","P. Clay Sherrod","","c2011R3 (Novichonok-Gerke)","10","22","2011","18.3","6""","9/9","269 deg","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Very tight and compact, strong stellar core; tail in PA 269 for 10"" suspected; no diffuse coma","2455856.5000",""
"2080","P. Clay Sherrod","","65P - Gunn","11","02","2011","17.7 m2","14""","4/9","round","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Comet is quite diffuse, with circular outer coma with embedded nucleus (m2=17.7), no tail","2455867.5000",""
"2081","P. Clay Sherrod","","p2011 UA134 (PANSTARRS)","11","30","2011","18.9","~5""","7/9","stellar","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Far below predicted mag.; very small and almost stellar, very little nebulosity","2455895.5000",""
"2082","P. Clay Sherrod","","p2011 W2 (Rinner)","11","30","2011","17.9","7""","5/9","270","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","New comet:  some indication of west-facing stubby tail; comet is diffuse with uniform coma","2455895.5000",""
"2086","P. Clay Sherrod","","p2011 Y1 (Levy)","01","13","2012","17.2 m2","14""","3/9","55-117 fan","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Broad fanned shaped tail, coma appears to be irregular or nucleus mottled","2455939.5000",""
"2088","P. Clay Sherrod","","c2010 S1 (LINEAR)","01","15","2012","16.4","11""","7/9","57deg","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Fine tiny comet with fanned tail in PA 57 deg for 12"" length; very compact and small","2455941.5000",""
"2089","P. Clay Sherrod","","c2008 FK75 (Lemmon-Siding Spring)","01","15","2012","18.3 m2","7""","3/9","round","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Very diffuse, no tail and quite irregular; round","2455941.5000",""
"2090","P. Clay Sherrod","","213P (Van Ness)","01","15","2012","18.4","8""","2/9","round","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Quite round, diffuse, no central condensation","2455941.5000",""
"2091","P. Clay Sherrod","","c2010 G2 (Hill)","01","18","2012","12.9","75""","6/9","53 deg","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Very strong coma, m2=15.1; tail in PA 53 for 173"" length, very diffuse.","2455944.5000",""
"2092","P. Clay Sherrod","","244P Scotti","01","18","2012","17.4","7""","8/9","west","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Hint of diffuse tail due west of round and nearly stellar coma","2455944.5000",""
"2093","P. Clay Sherrod","","c2011 G1 (McNaught)","01","18","2012","17.4","6""","7/9","round","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Comet is very small, like a diffuse star, no tail and no apparent nucleus","2455944.5000",""
"2094","P. Clay Sherrod","","p2011 W2 (Rinner)","01","19","2012","17.7","6""","4/9","323deg","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Diffuse with vague short (10"") tail in PA 323 deg","2455945.5000",""
"2095","P. Clay Sherrod","","c2010 G2 (Hill)","01","20","2012","12.6","94""","5/9","49d","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Nice fanning tail for 162"" in PA 49 deg; comet head is very dense and uniform with  m2=15.7","2455946.5000",""
"2098","P. Clay Sherrod","","242P (Spahr)","01","20","2012","17.7","6""","8/9","none, stella","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Very small an condensed, no nebulosity outside of very faint perimeter to starlike nucleus","2455946.5000",""
"2099","P. Clay Sherrod","","164P (Christensen)","01","23","2012","16.7 (*)","12""","4/9","round","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Round coma with no tail, slight central condensation (*m2=17.4)","2455949.5000",""
"2102","P. Clay Sherrod","","29P Schwassmann-Wachmann","01","23","2012","15.9 (m2)","12"" (?)","2/9","round","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Very, very diffuse with little or no central condensation; comet is uniform in intensity across a very vague coma, irregular in perimeter; difficult","2455949.5000",""
"2107","P. Clay Sherrod","","49P (Arend-Rigaux)","01","24","2012","16.2 m2","10""","8/9","288 deg","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Tail curves slightly, long and narrow in PA 288 deg, 523"" length; very condensed and strong coma/nucleus","2455950.5000",""
"2111","P. Clay Sherrod","","244P Scotti","01","29","2012","17.3","8""","3/9","round","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Diffuse, small found cloud; fairly uniform - possible tail or elongation due W of coma","2455955.5000",""
"2112","P. Clay Sherrod","","p2011 W2 (Rinner)","01","29","2012","17.4 m2","12""","4/9","round","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Diffuse coma, round with no tail","2455955.5000",""
"2113","P. Clay Sherrod","","c2011 G1 (McNaught)","01","30","2012","18.0","~7""","6/9","no tail","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Comet appears to be fading fast; somewhat starlike but diffuse.  Rapid motion W","2455956.5000",""
"2116","P. Clay Sherrod","","c2011 F1 (LINEAR)","01","30","2012","15.3 m2","21""","4/9","304 deg","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Very broad and stubby (~20"" length) tail that spreads slightly with length; head is very large for overall size of comet","2455956.5000",""
"2117","P. Clay Sherrod","","244P Scotti","02","20","2012","17.8 m2","8.2""","3/9","round","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Quite diffuse and round with slight condensation toward center; no tail; not as easy as mag. would suggest","2455977.5000",""
"2122","P. Clay Sherrod","","p2012 B1 (PANSTARRS)","02","26","2012","18.9","8""","7/9","round","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Very small, almost starlike; no tail, slight outer diffusity","2455983.5000",""
"2125","P. Clay Sherrod","","c2011 F1 (LINEAR)","02","26","2012","13.8","29""","6/9","304d","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Broad and non tapering tail in PA 304d, 270"" minimum length; conditions not good; very strong and dense coma","2455983.5000",""
"2126","P. Clay Sherrod","","c2009 P1 (Garrard)","02","26","2012","~6.8","10 min","4/9","262","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Main tail @ PA 262 for well over 15 arc minutes; incredibly large and dense coma","2455983.5000","Com16DD08CB.jpg"
"2127","P. Clay Sherrod","","c2009 P1 (Garrard)","02","26","2012","Color Photo","0","0","0","110mm f/4.9 APO, 2x120s binned 1 x 1, ST2000 XM","Color image of 2009 P1 Garrard, showing dust tail (right) and ion tail (left); field is 57 x 75","2455983.5000","Com16DD09C8.jpg"
"2129","P. Clay Sherrod","","164P (Christensen)","03","01","2012","17.7","8""","8/9","237d","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Pretty much stellar with hint of vague tail in PA 236 deg, 40"" length","2455987.5000",""
"2133","P. Clay Sherrod","","c2009 P1 (Garrard)","03","01","2012","8.3 m2","145"" + 600""","4/9","0","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Two coma structures:  outer is 10 arc minutes, circular; highly compressed and dense inner coma is 145"" diam.","2455987.5000",""
"2134","P. Clay Sherrod","","c2012 A2 (LINEAR)","03","03","2012","17.0","8.4""","7/9","round","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Comet is still round, no tail, but clearly diffuse compared to field stars","2455989.5000",""
"2137","P. Clay Sherrod","","c2009 P1 (Garrard)","03","03","2012","8.1 m2","390"",108""","6/9","241","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Strong and narrow ion tail in PA 241d, about 12","2455989.5000","Com16E50565.jpg"
"2138","P. Clay Sherrod","","c2011 F1 (LINEAR)","03","03","2012","15.6 m2","24""","6/9","296","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Short stubby and wide tail in PA 296, about 6' arc length; coma uniform and dense","2455989.5000",""
"2139","P. Clay Sherrod","","c2011 F1 (LINEAR)","03","04","2012","15.6 m2","31""","6/9","303d","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Tail broadens in PA 303d for about 220"" length; strong and uniform head with little outer nebulosity","2455990.5000",""
"2140","P. Clay Sherrod","","c2009 P1 (Garrard)","03","04","2012","9.4 m2","312""","5/9","n/a","110mm f/4.9 APO, RGB 180s binned 1 x 1, ST2000 XM","Photo, 180 sec each RGB showing ion tail (blue, left) and dust tail (reddish, right)","2455990.5000","Com16E60BA5.jpg"
"2142","P. Clay Sherrod","","c2009 P1 (Garrard)","03","06","2012","10.2 m2","330""","5/9","234d","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Tail seen for at least 10' in PA 234 (Ion) in spite of full moon","2455992.5000",""
"2143","P. Clay Sherrod","","c2011 F1 (LINEAR)","03","06","2012","15.5 m2","25""","6/9","302d","0.51m ASO astrograph @ f/4.9 + CCD, 2x2 binned","Strong moonlight to west, so limit nebulosity seen; still with short (~50"") stubby and broad but not fanning tail","2455992.5000",""
